hidden,latent,layers,nonlinearity,layertype,β,method,anomaliesSeen,auc,i,model,dataset
32,3,3,relu,Dense,0.1,m1,0,0.8774362818590705,3,svae,cardiotocography 2-9
32,3,3,relu,Dense,0.5,wass,0,0.8590704647676162,3,svae,cardiotocography 2-9
32,3,3,relu,Dense,0.5,m1,0,0.8650674662668665,3,svae,cardiotocography 2-9
32,3,3,relu,Dense,1.0,wass,0,0.8362068965517241,3,svae,cardiotocography 2-9
32,3,3,relu,Dense,1.0,m1,0,0.8781859070464768,3,svae,cardiotocography 2-9
32,3,3,relu,Dense,10.0,wass,0,0.8623188405797102,3,svae,cardiotocography 2-9
32,3,3,relu,Dense,10.0,m1,0,0.8778110944527737,3,svae,cardiotocography 2-9
32,3,3,relu,Dense,0.01,wass,0,0.5512827170751974,1,svae,cardiotocography 2-6
32,3,3,relu,Dense,0.01,m1,0,0.33924491067719154,1,svae,cardiotocography 2-6
32,3,3,relu,Dense,0.1,wass,0,0.46671167428334026,1,svae,cardiotocography 2-6
32,3,3,relu,Dense,0.1,m1,0,0.339374740340673,1,svae,cardiotocography 2-6
32,3,3,relu,Dense,0.5,wass,0,0.4730473618612381,1,svae,cardiotocography 2-6
32,3,3,relu,Dense,0.5,m1,0,0.3267812629829664,1,svae,cardiotocography 2-6
32,3,3,relu,Dense,1.0,wass,0,0.4613107602825094,1,svae,cardiotocography 2-6
32,3,3,relu,Dense,1.0,m1,0,0.31844619858745327,1,svae,cardiotocography 2-6
32,3,3,relu,Dense,10.0,wass,0,0.45128791026173654,1,svae,cardiotocography 2-6
32,3,3,relu,Dense,10.0,m1,0,0.3004518072289157,1,svae,cardiotocography 2-6
32,3,3,relu,Dense,0.01,wass,0,0.49698795180722893,2,svae,cardiotocography 2-6
32,3,3,relu,Dense,0.01,m1,0,0.3490340673036975,2,svae,cardiotocography 2-6
32,3,3,relu,Dense,0.1,wass,0,0.49124948068134605,2,svae,cardiotocography 2-6
32,3,3,relu,Dense,0.1,m1,0,0.3160573327793934,2,svae,cardiotocography 2-6
32,3,3,relu,Dense,0.5,wass,0,0.43804528458662234,2,svae,cardiotocography 2-6
32,3,3,relu,Dense,0.5,m1,0,0.33397382633984213,2,svae,cardiotocography 2-6
32,3,3,relu,Dense,1.0,wass,0,0.4563253012048193,2,svae,cardiotocography 2-6
32,3,3,relu,Dense,1.0,m1,0,0.3249376817615289,2,svae,cardiotocography 2-6
32,3,3,relu,Dense,10.0,wass,0,0.42129725799750734,2,svae,cardiotocography 2-6
32,3,3,relu,Dense,10.0,m1,0,0.3417895720814291,2,svae,cardiotocography 2-6
32,3,3,relu,Dense,0.01,wass,0,0.5517241379310345,3,svae,cardiotocography 2-6
32,3,3,relu,Dense,0.01,m1,0,0.3377388865808059,3,svae,cardiotocography 2-6
32,3,3,relu,Dense,0.1,wass,0,0.43194329040299123,3,svae,cardiotocography 2-6
32,3,3,relu,Dense,0.1,m1,0,0.3350643955130868,3,svae,cardiotocography 2-6
32,3,3,relu,Dense,0.5,wass,0,0.48862692147901954,3,svae,cardiotocography 2-6
32,3,3,relu,Dense,0.5,m1,0,0.3338959285417532,3,svae,cardiotocography 2-6
32,3,3,relu,Dense,1.0,wass,0,0.468321562110511,3,svae,cardiotocography 2-6
32,3,3,relu,Dense,1.0,m1,0,0.33451911092646447,3,svae,cardiotocography 2-6
32,3,3,relu,Dense,10.0,wass,0,0.4420440382218529,3,svae,cardiotocography 2-6
32,3,3,relu,Dense,10.0,m1,0,0.33903718321562104,3,svae,cardiotocography 2-6
32,3,3,relu,Dense,0.01,wass,0,0.8624718014824363,1,svae,cardiotocography 2-8
32,3,3,relu,Dense,0.01,m1,0,0.03746374476313243,1,svae,cardiotocography 2-8
32,3,3,relu,Dense,0.1,wass,0,0.7275217531421205,1,svae,cardiotocography 2-8
32,3,3,relu,Dense,0.1,m1,0,0.0925717048018047,1,svae,cardiotocography 2-8
32,3,3,relu,Dense,0.5,wass,0,0.6154527876248791,1,svae,cardiotocography 2-8
32,3,3,relu,Dense,0.5,m1,0,0.117144698678698,1,svae,cardiotocography 2-8
32,3,3,relu,Dense,1.0,wass,0,0.5746857879471479,1,svae,cardiotocography 2-8
32,3,3,relu,Dense,1.0,m1,0,0.08709313567515306,1,svae,cardiotocography 2-8
32,3,3,relu,Dense,10.0,wass,0,0.10111182726393811,1,svae,cardiotocography 2-8
32,3,3,relu,Dense,10.0,m1,0,0.06219787302610375,1,svae,cardiotocography 2-8
32,3,3,relu,Dense,0.01,wass,0,0.8780212697389623,2,svae,cardiotocography 2-8
32,3,3,relu,Dense,0.01,m1,0,0.04205607476635513,2,svae,cardiotocography 2-8
32,3,3,relu,Dense,0.1,wass,0,0.8010796003867225,2,svae,cardiotocography 2-8
32,3,3,relu,Dense,0.1,m1,0,0.050515630035449545,2,svae,cardiotocography 2-8
32,3,3,relu,Dense,0.5,wass,0,0.7447631324524653,2,svae,cardiotocography 2-8
32,3,3,relu,Dense,0.5,m1,0,0.06630679987109249,2,svae,cardiotocography 2-8
32,3,3,relu,Dense,1.0,wass,0,0.7432323557847245,2,svae,cardiotocography 2-8
32,3,3,relu,Dense,1.0,m1,0,0.09160489848533675,2,svae,cardiotocography 2-8
32,3,3,relu,Dense,10.0,wass,0,0.30438285530132125,2,svae,cardiotocography 2-8
32,3,3,relu,Dense,10.0,m1,0,0.07597486303577182,2,svae,cardiotocography 2-8
32,3,3,relu,Dense,0.01,wass,0,0.8880921688688366,3,svae,cardiotocography 2-8
32,3,3,relu,Dense,0.01,m1,0,0.08910731550112791,3,svae,cardiotocography 2-8
32,3,3,relu,Dense,0.1,wass,0,0.8720592974540767,3,svae,cardiotocography 2-8
32,3,3,relu,Dense,0.1,m1,0,0.0661456654850145,3,svae,cardiotocography 2-8
32,3,3,relu,Dense,0.5,wass,0,0.4623751208507895,3,svae,cardiotocography 2-8
32,3,3,relu,Dense,0.5,m1,0,0.10062842410570415,3,svae,cardiotocography 2-8
32,3,3,relu,Dense,1.0,wass,0,0.5505961972284886,3,svae,cardiotocography 2-8
32,3,3,relu,Dense,1.0,m1,0,0.05897518530454396,3,svae,cardiotocography 2-8
32,3,3,relu,Dense,10.0,wass,0,0.30502739284563324,3,svae,cardiotocography 2-8
32,3,3,relu,Dense,10.0,m1,0,0.09249113760876569,3,svae,cardiotocography 2-8
32,3,3,relu,Dense,0.01,wass,0,0.799098547173114,1,svae,cardiotocography 2-10
32,3,3,relu,Dense,0.01,m1,0,0.8709084544022405,1,svae,cardiotocography 2-10
32,3,3,relu,Dense,0.1,wass,0,0.8406704008401891,1,svae,cardiotocography 2-10
32,3,3,relu,Dense,0.1,m1,0,0.8741466830036757,1,svae,cardiotocography 2-10
32,3,3,relu,Dense,0.5,wass,0,0.832881148258358,1,svae,cardiotocography 2-10
32,3,3,relu,Dense,0.5,m1,0,0.8738403640819185,1,svae,cardiotocography 2-10
32,3,3,relu,Dense,1.0,wass,0,0.8035620514615789,1,svae,cardiotocography 2-10
32,3,3,relu,Dense,1.0,m1,0,0.8735340451601611,1,svae,cardiotocography 2-10
32,3,3,relu,Dense,10.0,wass,0,0.7645720287064589,1,svae,cardiotocography 2-10
32,3,3,relu,Dense,10.0,m1,0,0.8327936285664276,1,svae,cardiotocography 2-10
32,3,3,relu,Dense,0.01,wass,0,0.8136268160336076,2,svae,cardiotocography 2-10
32,3,3,relu,Dense,0.01,m1,0,0.8548923507789253,2,svae,cardiotocography 2-10
32,3,3,relu,Dense,0.1,wass,0,0.827761246280413,2,svae,cardiotocography 2-10
32,3,3,relu,Dense,0.1,m1,0,0.8734465254682303,2,svae,cardiotocography 2-10
32,3,3,relu,Dense,0.5,wass,0,0.845396464204446,2,svae,cardiotocography 2-10
32,3,3,relu,Dense,0.5,m1,0,0.872483808856993,2,svae,cardiotocography 2-10
32,3,3,relu,Dense,1.0,wass,0,0.8046998074566778,2,svae,cardiotocography 2-10
32,3,3,relu,Dense,1.0,m1,0,0.8692455802555574,2,svae,cardiotocography 2-10
32,3,3,relu,Dense,10.0,wass,0,0.8480220549623665,2,svae,cardiotocography 2-10
32,3,3,relu,Dense,10.0,m1,0,0.8632067215123402,2,svae,cardiotocography 2-10
32,3,3,relu,Dense,0.01,wass,0,0.6062051461578855,3,svae,cardiotocography 2-10
32,3,3,relu,Dense,0.01,m1,0,0.8398389637668476,3,svae,cardiotocography 2-10
32,3,3,relu,Dense,0.1,wass,0,0.872002450551374,3,svae,cardiotocography 2-10
32,3,3,relu,Dense,0.1,m1,0,0.8587869770698408,3,svae,cardiotocography 2-10
32,3,3,relu,Dense,0.5,wass,0,0.8146332924908105,3,svae,cardiotocography 2-10
32,3,3,relu,Dense,0.5,m1,0,0.8632504813583057,3,svae,cardiotocography 2-10
32,3,3,relu,Dense,1.0,wass,0,0.807544197444425,3,svae,cardiotocography 2-10
32,3,3,relu,Dense,1.0,m1,0,0.855111150008752,3,svae,cardiotocography 2-10
32,3,3,relu,Dense,10.0,wass,0,0.7923595308944513,3,svae,cardiotocography 2-10
32,3,3,relu,Dense,10.0,m1,0,0.8673639068790479,3,svae,cardiotocography 2-10
32,3,3,relu,Dense,0.01,wass,0,0.5764573070607553,1,svae,cardiotocography 2-7
32,3,3,relu,Dense,0.01,m1,0,0.40602764094143406,1,svae,cardiotocography 2-7
32,3,3,relu,Dense,0.1,wass,0,0.5176518883415435,1,svae,cardiotocography 2-7
32,3,3,relu,Dense,0.1,m1,0,0.3303229337712096,1,svae,cardiotocography 2-7
32,3,3,relu,Dense,0.5,wass,0,0.5754310344827587,1,svae,cardiotocography 2-7
32,3,3,relu,Dense,0.5,m1,0,0.38933360700602077,1,svae,cardiotocography 2-7
32,3,3,relu,Dense,1.0,wass,0,0.6102558839627805,1,svae,cardiotocography 2-7
32,3,3,relu,Dense,1.0,m1,0,0.3611795292829775,1,svae,cardiotocography 2-7
32,3,3,relu,Dense,10.0,wass,0,0.3798234811165846,1,svae,cardiotocography 2-7
32,3,3,relu,Dense,10.0,m1,0,0.37024493705528194,1,svae,cardiotocography 2-7
32,3,3,relu,Dense,0.01,wass,0,0.38820470717022443,2,svae,cardiotocography 2-7
32,3,3,relu,Dense,0.01,m1,0,0.3974753694581281,2,svae,cardiotocography 2-7
32,3,3,relu,Dense,0.1,wass,0,0.5293171866447728,2,svae,cardiotocography 2-7
32,3,3,relu,Dense,0.1,m1,0,0.38437328954570327,2,svae,cardiotocography 2-7
32,3,3,relu,Dense,0.5,wass,0,0.5163861521620142,2,svae,cardiotocography 2-7
32,3,3,relu,Dense,0.5,m1,0,0.3524904214559387,2,svae,cardiotocography 2-7
32,3,3,relu,Dense,1.0,wass,0,0.5299329501915709,2,svae,cardiotocography 2-7
32,3,3,relu,Dense,1.0,m1,0,0.37640257252326215,2,svae,cardiotocography 2-7
32,3,3,relu,Dense,10.0,wass,0,0.3912493158182814,2,svae,cardiotocography 2-7
32,3,3,relu,Dense,10.0,m1,0,0.37893404488232074,2,svae,cardiotocography 2-7
32,3,3,relu,Dense,0.01,wass,0,0.5881910235358512,3,svae,cardiotocography 2-7
32,3,3,relu,Dense,0.01,m1,0,0.4032909140667762,3,svae,cardiotocography 2-7
32,3,3,relu,Dense,0.1,wass,0,0.4957922824302135,3,svae,cardiotocography 2-7
32,3,3,relu,Dense,0.1,m1,0,0.3681923918992884,3,svae,cardiotocography 2-7
32,3,3,relu,Dense,0.5,wass,0,0.5382457580733443,3,svae,cardiotocography 2-7
32,3,3,relu,Dense,0.5,m1,0,0.39128352490421453,3,svae,cardiotocography 2-7
32,3,3,relu,Dense,1.0,wass,0,0.47119594964422545,3,svae,cardiotocography 2-7
32,3,3,relu,Dense,1.0,m1,0,0.3223864258347017,3,svae,cardiotocography 2-7
32,3,3,relu,Dense,10.0,wass,0,0.37308429118773945,3,svae,cardiotocography 2-7
32,3,3,relu,Dense,10.0,m1,0,0.37263957307060747,3,svae,cardiotocography 2-7
32,3,3,relu,Dense,0.01,wass,0,0.6069055316091955,1,svae,cardiotocography 2-1
32,3,3,relu,Dense,0.01,m1,0,0.5842313218390806,1,svae,cardiotocography 2-1
32,3,3,relu,Dense,0.1,wass,0,0.6057605962643678,1,svae,cardiotocography 2-1
32,3,3,relu,Dense,0.1,m1,0,0.5875314295977011,1,svae,cardiotocography 2-1
32,3,3,relu,Dense,0.5,wass,0,0.6403780531609196,1,svae,cardiotocography 2-1
32,3,3,relu,Dense,0.5,m1,0,0.5787311422413793,1,svae,cardiotocography 2-1
32,3,3,relu,Dense,1.0,wass,0,0.5761045258620691,1,svae,cardiotocography 2-1
32,3,3,relu,Dense,1.0,m1,0,0.5986440373563218,1,svae,cardiotocography 2-1
32,3,3,relu,Dense,10.0,wass,0,0.520721084770115,1,svae,cardiotocography 2-1
32,3,3,relu,Dense,10.0,m1,0,0.6052218031609196,1,svae,cardiotocography 2-1
32,3,3,relu,Dense,0.01,wass,0,0.6381779813218391,2,svae,cardiotocography 2-1
32,3,3,relu,Dense,0.01,m1,0,0.5763065732758621,2,svae,cardiotocography 2-1
32,3,3,relu,Dense,0.1,wass,0,0.6361575071839081,2,svae,cardiotocography 2-1
32,3,3,relu,Dense,0.1,m1,0,0.5882722701149425,2,svae,cardiotocography 2-1
32,3,3,relu,Dense,0.5,wass,0,0.6476517600574712,2,svae,cardiotocography 2-1
32,3,3,relu,Dense,0.5,m1,0,0.5818516522988506,2,svae,cardiotocography 2-1
32,3,3,relu,Dense,1.0,wass,0,0.5729166666666666,2,svae,cardiotocography 2-1
32,3,3,relu,Dense,1.0,m1,0,0.574712643678161,2,svae,cardiotocography 2-1
32,3,3,relu,Dense,10.0,wass,0,0.5348868534482758,2,svae,cardiotocography 2-1
32,3,3,relu,Dense,10.0,m1,0,0.5770249640804598,2,svae,cardiotocography 2-1
32,3,3,relu,Dense,0.01,wass,0,0.602258441091954,3,svae,cardiotocography 2-1
32,3,3,relu,Dense,0.01,m1,0,0.5801903735632183,3,svae,cardiotocography 2-1
32,3,3,relu,Dense,0.1,wass,0,0.6273572198275862,3,svae,cardiotocography 2-1
32,3,3,relu,Dense,0.1,m1,0,0.5895743534482758,3,svae,cardiotocography 2-1
32,3,3,relu,Dense,0.5,wass,0,0.5803475215517241,3,svae,cardiotocography 2-1
32,3,3,relu,Dense,0.5,m1,0,0.5797862787356322,3,svae,cardiotocography 2-1
32,3,3,relu,Dense,1.0,wass,0,0.5931887571839081,3,svae,cardiotocography 2-1
32,3,3,relu,Dense,1.0,m1,0,0.5816271551724139,3,svae,cardiotocography 2-1
32,3,3,relu,Dense,10.0,wass,0,0.5421156609195403,3,svae,cardiotocography 2-1
32,3,3,relu,Dense,10.0,m1,0,0.5902029454022988,3,svae,cardiotocography 2-1
32,3,3,relu,Dense,0.01,wass,0,0.3144111906310995,1,svae,cardiotocography 2-3
32,3,3,relu,Dense,0.01,m1,0,0.5084580351333767,1,svae,cardiotocography 2-3
32,3,3,relu,Dense,0.1,wass,0,0.46112556929082626,1,svae,cardiotocography 2-3
32,3,3,relu,Dense,0.1,m1,0,0.5217957059206246,1,svae,cardiotocography 2-3
32,3,3,relu,Dense,0.5,wass,0,0.451854261548471,1,svae,cardiotocography 2-3
32,3,3,relu,Dense,0.5,m1,0,0.5087833441769681,1,svae,cardiotocography 2-3
32,3,3,relu,Dense,1.0,wass,0,0.4699089134677944,1,svae,cardiotocography 2-3
32,3,3,relu,Dense,1.0,m1,0,0.5139882888744307,1,svae,cardiotocography 2-3
32,3,3,relu,Dense,10.0,wass,0,0.5152895250487963,1,svae,cardiotocography 2-3
32,3,3,relu,Dense,10.0,m1,0,0.5097592713077423,1,svae,cardiotocography 2-3
32,3,3,relu,Dense,0.01,wass,0,0.38158750813272607,2,svae,cardiotocography 2-3
32,3,3,relu,Dense,0.01,m1,0,0.5113858165256994,2,svae,cardiotocography 2-3
32,3,3,relu,Dense,0.1,wass,0,0.48910214703968774,2,svae,cardiotocography 2-3
32,3,3,relu,Dense,0.1,m1,0,0.5131750162654521,2,svae,cardiotocography 2-3
32,3,3,relu,Dense,0.5,wass,0,0.4699089134677944,2,svae,cardiotocography 2-3
32,3,3,relu,Dense,0.5,m1,0,0.5144762524398179,2,svae,cardiotocography 2-3
32,3,3,relu,Dense,1.0,wass,0,0.46454131424853606,2,svae,cardiotocography 2-3
32,3,3,relu,Dense,1.0,m1,0,0.5133376707872479,2,svae,cardiotocography 2-3
32,3,3,relu,Dense,10.0,wass,0,0.498373454782043,2,svae,cardiotocography 2-3
32,3,3,relu,Dense,10.0,m1,0,0.5172413793103449,2,svae,cardiotocography 2-3
32,3,3,relu,Dense,0.01,wass,0,0.4674690956408588,3,svae,cardiotocography 2-3
32,3,3,relu,Dense,0.01,m1,0,0.5139882888744307,3,svae,cardiotocography 2-3
32,3,3,relu,Dense,0.1,wass,0,0.4178594664931685,3,svae,cardiotocography 2-3
32,3,3,relu,Dense,0.1,m1,0,0.5141509433962265,3,svae,cardiotocography 2-3
32,3,3,relu,Dense,0.5,wass,0,0.4555953155497723,3,svae,cardiotocography 2-3
32,3,3,relu,Dense,0.5,m1,0,0.5177293428757319,3,svae,cardiotocography 2-3
32,3,3,relu,Dense,1.0,wass,0,0.4973975276512687,3,svae,cardiotocography 2-3
32,3,3,relu,Dense,1.0,m1,0,0.5123617436564737,3,svae,cardiotocography 2-3
32,3,3,relu,Dense,10.0,wass,0,0.5014638906961613,3,svae,cardiotocography 2-3
32,3,3,relu,Dense,10.0,m1,0,0.5144762524398179,3,svae,cardiotocography 2-3
32,3,3,relu,Dense,0.01,wass,0,0.5547174329501916,1,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.01,m1,0,0.7635296934865899,1,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.1,wass,0,0.7959770114942528,1,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.1,m1,0,0.7759818007662835,1,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.5,wass,0,0.773227969348659,1,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.5,m1,0,0.7679597701149425,1,svae,cardiotocography 2-5
32,3,3,relu,Dense,1.0,wass,0,0.7467672413793104,1,svae,cardiotocography 2-5
32,3,3,relu,Dense,1.0,m1,0,0.7594588122605365,1,svae,cardiotocography 2-5
32,3,3,relu,Dense,10.0,wass,0,0.7540708812260536,1,svae,cardiotocography 2-5
32,3,3,relu,Dense,10.0,m1,0,0.7849616858237547,1,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.01,wass,0,0.7234195402298851,2,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.01,m1,0,0.7893917624521074,2,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.1,wass,0,0.7788553639846744,2,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.1,m1,0,0.7944204980842913,2,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.5,wass,0,0.7763409961685824,2,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.5,m1,0,0.7856800766283525,2,svae,cardiotocography 2-5
32,3,3,relu,Dense,1.0,wass,0,0.7709530651340997,2,svae,cardiotocography 2-5
32,3,3,relu,Dense,1.0,m1,0,0.7877155172413793,2,svae,cardiotocography 2-5
32,3,3,relu,Dense,10.0,wass,0,0.7484434865900383,2,svae,cardiotocography 2-5
32,3,3,relu,Dense,10.0,m1,0,0.7983716475095787,2,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.01,wass,0,0.7798132183908046,3,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.01,m1,0,0.744492337164751,3,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.1,wass,0,0.7692768199233716,3,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.1,m1,0,0.7674808429118775,3,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.5,wass,0,0.7731082375478927,3,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.5,m1,0,0.7643678160919539,3,svae,cardiotocography 2-5
32,3,3,relu,Dense,1.0,wass,0,0.7598180076628354,3,svae,cardiotocography 2-5
32,3,3,relu,Dense,1.0,m1,0,0.7771791187739464,3,svae,cardiotocography 2-5
32,3,3,relu,Dense,10.0,wass,0,0.7778975095785441,3,svae,cardiotocography 2-5
32,3,3,relu,Dense,10.0,m1,0,0.79897030651341,3,svae,cardiotocography 2-5
32,3,3,relu,Dense,0.01,wass,0,0.5616219667943806,1,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.01,m1,0,0.657088122605364,1,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.1,wass,0,0.6433588761174968,1,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.1,m1,0,0.6071732652192422,1,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.5,wass,0,0.6370796083439761,1,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.5,m1,0,0.5851426138782461,1,svae,cardiotocography 2-4
32,3,3,relu,Dense,1.0,wass,0,0.6363346104725415,1,svae,cardiotocography 2-4
32,3,3,relu,Dense,1.0,m1,0,0.6377181779480631,1,svae,cardiotocography 2-4
32,3,3,relu,Dense,10.0,wass,0,0.6426138782460621,1,svae,cardiotocography 2-4
32,3,3,relu,Dense,10.0,m1,0,0.6240953597275436,1,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.01,wass,0,0.6333546189868028,2,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.01,m1,0,0.6248403575989783,2,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.1,wass,0,0.6551724137931035,2,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.1,m1,0,0.6310131971051511,2,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.5,wass,0,0.6230310770540656,2,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.5,m1,0,0.6269689229459345,2,svae,cardiotocography 2-4
32,3,3,relu,Dense,1.0,wass,0,0.62281822051937,2,svae,cardiotocography 2-4
32,3,3,relu,Dense,1.0,m1,0,0.6153682418050233,2,svae,cardiotocography 2-4
32,3,3,relu,Dense,10.0,wass,0,0.6342060451255853,2,svae,cardiotocography 2-4
32,3,3,relu,Dense,10.0,m1,0,0.6166453810131971,2,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.01,wass,0,0.5939761600681139,3,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.01,m1,0,0.6463388676032354,3,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.1,wass,0,0.6340996168582375,3,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.1,m1,0,0.6182418050234142,3,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.5,wass,0,0.6293103448275863,3,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.5,m1,0,0.6333546189868029,3,svae,cardiotocography 2-4
32,3,3,relu,Dense,1.0,wass,0,0.6157939548744146,3,svae,cardiotocography 2-4
32,3,3,relu,Dense,1.0,m1,0,0.6179225202213707,3,svae,cardiotocography 2-4
32,3,3,relu,Dense,10.0,wass,0,0.6395274584929757,3,svae,cardiotocography 2-4
32,3,3,relu,Dense,10.0,m1,0,0.5897190293742018,3,svae,cardiotocography 2-4
32,3,3,relu,Dense,0.01,wass,0,0.8889386475593373,1,svae,ecoli cp-im
32,3,3,relu,Dense,0.01,m1,0,0.8889386475593373,1,svae,ecoli cp-im
32,3,3,relu,Dense,0.1,wass,0,0.8920734437975817,1,svae,ecoli cp-im
32,3,3,relu,Dense,0.1,m1,0,0.8889386475593373,1,svae,ecoli cp-im
32,3,3,relu,Dense,0.5,wass,0,0.8934169278996865,1,svae,ecoli cp-im
32,3,3,relu,Dense,0.5,m1,0,0.8889386475593373,1,svae,ecoli cp-im
32,3,3,relu,Dense,1.0,wass,0,0.8889386475593373,1,svae,ecoli cp-im
32,3,3,relu,Dense,1.0,m1,0,0.8875951634572324,1,svae,ecoli cp-im
32,3,3,relu,Dense,10.0,wass,0,0.8898343036274071,1,svae,ecoli cp-im
32,3,3,relu,Dense,10.0,m1,0,0.8875951634572324,1,svae,ecoli cp-im
32,3,3,relu,Dense,0.01,wass,0,0.8938647559337215,2,svae,ecoli cp-im
32,3,3,relu,Dense,0.01,m1,0,0.8862516793551276,2,svae,ecoli cp-im
32,3,3,relu,Dense,0.1,wass,0,0.8916256157635468,2,svae,ecoli cp-im
32,3,3,relu,Dense,0.1,m1,0,0.8862516793551276,2,svae,ecoli cp-im
32,3,3,relu,Dense,0.5,wass,0,0.8956560680698612,2,svae,ecoli cp-im
32,3,3,relu,Dense,0.5,m1,0,0.8884908195253023,2,svae,ecoli cp-im
32,3,3,relu,Dense,1.0,wass,0,0.8938647559337214,2,svae,ecoli cp-im
32,3,3,relu,Dense,1.0,m1,0,0.8889386475593373,2,svae,ecoli cp-im
32,3,3,relu,Dense,10.0,wass,0,0.8965517241379309,2,svae,ecoli cp-im
32,3,3,relu,Dense,10.0,m1,0,0.8889386475593373,2,svae,ecoli cp-im
32,3,3,relu,Dense,0.01,wass,0,0.8916256157635468,3,svae,ecoli cp-im
32,3,3,relu,Dense,0.01,m1,0,0.8889386475593373,3,svae,ecoli cp-im
32,3,3,relu,Dense,0.1,wass,0,0.8925212718316167,3,svae,ecoli cp-im
32,3,3,relu,Dense,0.1,m1,0,0.8889386475593373,3,svae,ecoli cp-im
32,3,3,relu,Dense,0.5,wass,0,0.8929690998656515,3,svae,ecoli cp-im
32,3,3,relu,Dense,0.5,m1,0,0.8889386475593373,3,svae,ecoli cp-im
32,3,3,relu,Dense,1.0,wass,0,0.8974473802060009,3,svae,ecoli cp-im
